outcome	result_reldir	n_seeds	nested_n	estimate	ci_lower	ci_upper	ci_half_width	nested_estimate	nested_change	relative_precision_defined	relative_ci_half_width	relative_nested_change
matches_per_agent	oat/n_strangers=50	20	10	4.92286	4.911337743246013	4.934382256753987	0.011522256753987214	4.926740000000001	0.0038800000000005497	true	0.0023405615341462512	0.0007881597282881393
matches_per_agent	oat/reservation_frac=0.4	20	10	4.923115000000001	4.906471109954164	4.939758890045838	0.016643890045837217	4.922149999999999	0.000965000000001659	true	0.0033807640174639865	0.000196014108953713
matches_per_agent	oat/reservation_frac=0.9	20	10	4.87764	4.850168318501751	4.90511168149825	0.02747168149824919	4.866890000000001	0.010749999999999815	true	0.005632166682709094	0.002203934689726961
matches_per_agent	oat/reservation_frac=1.2	20	10	4.244685	4.1321385924154175	4.357231407584582	0.11254640758458212	4.1697299999999995	0.0749550000000001	true	0.026514666597069542	0.017658554168330537
matches_per_agent	oat/rho=0.0	20	10	4.885715	4.86357105188013	4.907858948119871	0.022143948119870416	4.884250000000001	0.0014649999999996055	true	0.004532386379449152	0.0002998537573312413
matches_per_agent	oat/rho=0.15	20	10	4.886665000000001	4.862031603596858	4.911298396403144	0.024633396403142882	4.89512	0.008454999999999657	true	0.005040942320200562	0.0017302188711523414
matches_per_agent	oat/rho=0.3	20	10	4.897460000000001	4.877040738393326	4.917879261606675	0.02041926160667451	4.89297	0.004490000000000549	true	0.004169357505048435	0.0009168017707139106
matches_per_agent	oat/rho=0.5	50	20	4.919414000000001	4.911581394316292	4.92724660568371	0.007832605683709026	4.9189050000000005	0.0005090000000000927	true	0.0015921826631604954	0.00010346760813383314
matches_per_agent	oat/rho=0.7	20	10	4.944035	4.933510712234609	4.954559287765392	0.010524287765391271	4.94695	0.002914999999999779	true	0.0021286839121064617	0.0005895993859266326
matches_per_agent	oat/rho=0.85	20	10	4.960125	4.947402437370406	4.972847562629593	0.012722562629593703	4.95917	0.000954999999999373	true	0.00256496814689019	0.0001925354703761242
matches_per_agent	oat/rho=1.0	20	10	4.9875799999999995	4.980759661763181	4.994400338236818	0.00682033823681838	4.990489999999999	0.002909999999999968	true	0.0013674644290053253	0.0005834492880314639
matches_per_agent	oat/roster_frac=0.1	20	10	4.91344	4.898652916615697	4.928227083384302	0.014787083384302235	4.9115600000000015	0.0018799999999981054	true	0.0030095174428307328	0.0003826239864530971
matches_per_agent	oat/roster_frac=0.4	20	10	4.916939999999999	4.898682819223428	4.935197180776571	0.01825718077657168	4.9206	0.0036600000000008848	true	0.0037131184794957192	0.0007443653979916137
matches_per_agent	phase/eta_r/cells/0_0	20	10	4.8957500000000005	4.87520971759741	4.916290282402591	0.02054028240259065	4.90189	0.006139999999999368	true	0.004195533350884062	0.0012541490067914758
matches_per_agent	phase/eta_r/cells/0_2	20	10	4.867215	4.838348442518087	4.896081557481913	0.028866557481912913	4.8505199999999995	0.01669500000000035	true	0.0059308161817205355	0.0034300929792500123
matches_per_agent	phase/eta_r/cells/0_3	20	10	4.3591750000000005	4.246214728783195	4.472135271216806	0.11296027121680563	4.265230000000001	0.09394499999999972	true	0.025913222391118873	0.021551096251010732
matches_per_agent	phase/eta_r/cells/1_0	20	10	4.893475	4.876923316611555	4.910026683388444	0.01655168338844426	4.88787	0.005604999999999194	true	0.0033823986816003478	0.001145402806798685
