broker_service	rho	eta	metric	estimate	se	lower	upper	n
access_only	0.5	0.001	broker_holdout_rank	0.9292054268292682	0.011393470224227353	0.9053586195867755	0.9530522340717609	20
access_only	0.5	0.001	broker_net_output_per_requested_position	4.3213887850676995	0.06344934501364706	4.188587779717684	4.454189790417715	20
access_only	0.5	0.001	broker_selected_rank	0.9309143657840672	0.004714750884350102	0.9210462787725795	0.9407824527955548	20
access_only	0.5	0.001	mean_degree	52.70781000000001	0.7949962681524462	51.0438636875921	54.37175631240792	20
access_only	0.5	0.001	net_output_per_requested_position	4.624639288050134	0.05118212306403441	4.517513873321424	4.731764702778844	20
access_only	0.5	0.001	outsourcing_rate	0.45529695269333514	0.019573567870252877	0.41432900431030223	0.49626490107636806	20
access_only	0.5	0.001	q_gap	-0.5132943056506003	0.04079204544089398	-0.5986730379869082	-0.42791557331429236	20
access_only	0.5	0.001	rank_gap	0.2373505487804878	0.015094550803532903	0.20575729085820516	0.26894380670277046	20
access_only	0.5	0.001	self_fill_rate	0.9985171614386916	8.882080691450145e-5	0.9983312573532876	0.9987030655240956	20
access_only	0.5	0.001	self_net_output_per_requested_position	4.860034369769878	0.055287445598165	4.744316416226128	4.975752323313627	20
access_only	0.5	0.01	access_fraction	0.12506627730589276	0.0023055275791368066	0.12024075262465767	0.12989180198712785	20
access_only	0.5	0.01	agent_holdout_rank	0.7099606519699813	0.006579675673591038	0.69618923251495	0.7237320714250125	20
access_only	0.5	0.01	betweenness	0.46775557959546965	0.01649936135561131	0.4332220193958003	0.502289139795139	20
access_only	0.5	0.01	broker_fill_rate	0.9930926417097267	0.0005107564671740428	0.9920236161379867	0.9941616672814666	20
access_only	0.5	0.01	broker_holdout_rank	0.9696224953095685	0.005024268478373008	0.9591065805285283	0.9801384100906086	20
access_only	0.5	0.01	broker_net_output_per_requested_position	4.60826678197295	0.07010626613088738	4.461532680596252	4.7550008833496475	20
access_only	0.5	0.01	broker_selected_rank	0.9404236771012531	0.003869481509900306	0.9323247592229436	0.9485225949795626	20
access_only	0.5	0.01	mean_degree	29.30298	0.3061534520293275	28.662193460562477	29.943766539437526	20
access_only	0.5	0.01	net_output_per_requested_position	4.524078462490381	0.05151988521754194	4.416246103449711	4.631910821531052	20
access_only	0.5	0.01	outsourcing_rate	0.6929312548193332	0.02697212075799642	0.636477957274441	0.7493845523642253	20
access_only	0.5	0.01	q_gap	0.41735568572202747	0.08362325462477278	0.2423302022844671	0.5923811691595878	20
access_only	0.5	0.01	rank_gap	0.2596618433395873	0.008828995712986534	0.24118254293603864	0.278141143743136	20
access_only	0.5	0.01	self_fill_rate	0.9958937586348329	0.00031310917689446186	0.9952384135959368	0.996549103673729	20
access_only	0.5	0.01	self_net_output_per_requested_position	4.202548093925569	0.06379266839079326	4.069028504488746	4.3360676833623915	20
access_only	0.5	0.02	access_fraction	0.19446041209990614	0.0014301674621541684	0.19158638298301314	0.19733444121679913	50
access_only	0.5	0.02	agent_holdout_rank	0.707558181988743	0.004123473068242599	0.6992717526198333	0.7158446113576526	50
access_only	0.5	0.02	betweenness	0.6120354938283801	0.009589395486277597	0.5927648821201177	0.6313061055366425	50
access_only	0.5	0.02	broker_fill_rate	0.9923310859547995	0.0003913759997875265	0.9915445864372198	0.9931175854723792	50
access_only	0.5	0.02	broker_holdout_rank	0.9821817448405255	0.0006578145370797399	0.9808598170361864	0.9835036726448645	50
access_only	0.5	0.02	broker_net_output_per_requested_position	4.530856931227074	0.03385718778304172	4.462818365059439	4.598895497394709	50
access_only	0.5	0.02	broker_selected_rank	0.935109528702566	0.0023978850777028288	0.9302907982289327	0.9399282591761994	50
access_only	0.5	0.02	mean_degree	25.610835	0.15659643999426534	25.29614267196493	25.925527328035074	50
access_only	0.5	0.02	net_output_per_requested_position	4.420416445679547	0.028166153686543568	4.363814440705893	4.477018450653201	50
access_only	0.5	0.02	outsourcing_rate	0.8197054747297797	0.014460872502865908	0.7906452634407373	0.8487656860188222	50
access_only	0.5	0.02	q_gap	0.8320985832133511	0.06051751067840045	0.7104840923413331	0.953713074085369	50
